month,crime_category,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,previous_year_reg,previous_year_det,,
2020-03,Att.to.C.Murder,27,25,30,28,93,89,78,75,,
2020-03,Dacoity,1,0,2,1,4,3,4,4,,
2020-03,Prep.for Dacoity,,,,,,,,,,
2020-03,Robbery,55,47,80,59,220,189,260,227,,
2020-03,Robbery Chain Snatching,14,9,17,11,42,32,31,18,,
2020-03,Att.to.C.Robbery,,,,,,,,,,
2020-03,Extortion,13,9,37,31,76,67,56,36,,
2020-03,H.B.T.Day,55,16.5,71,23,222,100.5,244,97.5,,
2020-03,H.B.T.Night.,55,16.5,71,23,222,100.5,244,97.5,,
2020-03,Thefts.,301,81,483,102,"1,298",404,"1,366",477,,
2020-03,M.V.Thefts.,193,35,202,46,641,203,637,224,,
2020-03,Snatching,,,,,,,,,,
2020-03,Hurt,324,234,389,300,"1,080",918,"1,112",968,,
2020-03,Riots.,42,28,22,17,94,71,112,91,,
2020-03,Rape,73,58,70,53,239,199,209,172,,
2020-03,Molestation,235,161,242,179,705,555,694,518,,
2020-03,Other I.P.C.,"2,260","1,731","1,822","1,073","5,840","4,030","5,053","3,438",,
2020-02,Murder,20,18,7,7,27,25,20,18,,
2020-02,Att.to.C.Murder,30,28,34,31,65,62,55,51,,
2020-02,Dacoity,2,1,1,1,3,2,4,4,,
2020-02,Prep.for Dacoity,,,,,,,,,,
2020-02,Robbery,80,59,87,74,166,138,169,143,,
2020-02,Robbery Chain Snatching,17,11,11,5,28,18,20,10,,
2020-02,Att.to.C.Robbery,,,,,,,,,,
2020-02,Extortion,37,31,25,19,63,54,45,27,,
2020-02,H.B.T.Day,142,46,191,67,333,134,321,110,,
2020-02,H.B.T.Night.,,,,,,,,,,
2020-02,Thefts.,483,102,514,156,997,285,883,294,,
2020-02,M.V.Thefts.,202,46,246,63,448,141,438,124,,
2020-02,Snatching,,,,,,,,,,
2020-02,Hurt,389,300,372,297,758,627,715,619,,
2020-02,Riots.,22,17,29,15,51,37,76,56,,
2020-02,Rape,70,53,80,60,160,128,134,111,,
2020-02,Molestation,242,179,221,171,469,376,436,321,,
2020-02,Other I.P.C.,"1,822","1,073","1,779",989,"3,587","2,164","3,450","2,346",,
2020-01,Murder,7,7,14,13,7,7,10,8,,
2020-01,Att.to.C.Murder,34,31,37,34,34,31,28,27,,
2020-01,Dacoity,1,1,3,3,1,1,3,3,,
2020-01,Prep.for Dacoity,,,,,,,,,,
2020-01,Robbery,87,74,96,66,87,74,90,77,,
2020-01,Robbery Chain Snatching,11,5,18,9,11,5,9,5,,
2020-01,Att.to.C.Robbery,,,,,,,,,,
2020-01,Extortion,25,19,32,24,25,19,19,15,,
2020-01,H.B.T.Day,95.5,33.5,84.5,16.5,95.5,33.5,80,27,,
2020-01,H.B.T.Night.,95.5,33.5,84.5,16.5,95.5,33.5,80,27,,
2020-01,Thefts.,514,156,541,138,514,156,458,140,,
2020-01,M.V.Thefts.,246,63,255,49,246,63,215,43,,
2020-01,Snatching,,,,,,,,,,
2020-01,Hurt,372,297,369,270,372,297,353,276,,
2020-01,Riots.,29,15,33,25,29,15,33,26,,
2020-01,Rape,80,60,86,68,80,60,65,55,,
2020-01,Molestation,224,172,282,206,224,172,230,153,,
2020-01,Other I.P.C.,"1,776",988,"3,423","2,683","1,776",988,"1,888","1,265",,
2019-12,Murder,14,13,11,10,165,158,164,158,,
2019-12,Att.to.C.Murder,37,34,27,24,343,334,280,273,,
2019-12,Dacoity,3,3,3,3,21,21,32,31,,
2019-12,Prep.for Dacoity,,,,,,,,,,
2019-12,Robbery,96,66,85,66,987,895,931,828,,
2019-12,Robbery Chain Snatching,18,9,9,6,157,129,171,120,,
2019-12,Att.to.C.Robbery,,,,,,,,,,
2019-12,Extortion,32,24,29,19,253,218,228,196,,
2019-12,H.B.T.Day,84.5,16.5,95,29.5,1029,482.5,1122,553.5,,
2019-12,H.B.T.Night.,84.5,16.5,95,29.5,1029,482.5,1122,553.5,,
2019-12,Thefts.,541,138,532,96,"5,888","2,126","6,260","2,287",,
2019-12,M.V.Thefts.,255,49,224,39,"2,693","1,157","3,203","1,331",,
2019-12,Snatching,,,,,,,,,,
2019-12,Hurt,369,270,369,279,"4,372","4,076","5,198","4,752",,
2019-12,Riots.,33,25,26,15,375,330,545,465,,
2019-12,Rape,86,68,70,48,"1,015",931,889,833,,
2019-12,Molestation,282,206,218,156,"2,678","2,277","2,586","2,202",,
2019-12,Other I.P.C.,"3,423","2,683","1,662",865,"20,926","15,185","19,170","14,229",,
2019-11,Murder,11,10,17,12,150,141,152,145,,
2019-11,Att.to.C.Murder,27,24,36,34,306,295,254,248,,
2019-11,Dacoity,3,3,1,1,18,17,31,30,,
2019-11,Prep.for Dacoity,,,,,,,,,,
2019-11,Robbery,85,66,81,64,891,811,866,765,,
2019-11,Robbery Chain Snatching,9,6,9,1,139,112,158,95,,
2019-11,Att.to.C.Robbery,,,,,,,,,,
2019-11,Extortion,29,19,16,11,221,185,214,182,,
2019-11,H.B.T.Day,95,29.5,79.5,21,944.5,421.5,1036.5,500.5,,
2019-11,H.B.T.Night.,95,29.5,79.5,21,944.5,421.5,1036.5,500.5,,
2019-11,Thefts.,532,96,530,95,"5,347","1,837","5,717","2,023",,
2019-11,M.V.Thefts.,224,39,219,39,"2,438","1,004","2,960","1,167",,
2019-11,Snatching,,,,,,,,,,
2019-11,Hurt,369,279,390,274,"4,004","3,653","4,858","4,409",,
2019-11,Riots.,26,15,38,24,342,292,517,440,,
2019-11,Rape,70,48,69,47,913,816,810,756,,
2019-11,Molestation,218,156,191,131,"2,393","1,995","2,401","1,947",,
2019-11,Other I.P.C.,"1,662",865,"1,393",678,"17,521","11,974","16,293","11,604",,
2019-10,Murder,17,12,11,11,137,128,140,134,,
2019-10,Att.to.C.Murder,36,34,34,30,278,266,227,220,,
2019-10,Dacoity,1,1,1,0,15,14,30,29,,
2019-10,Prep.for Dacoity,,,,,,,,,,
2019-10,Robbery,81,64,65,54,807,735,784,687,,
2019-10,Robbery Chain Snatching,9,1,6,2,130,100,138,81,,
2019-10,Att.to.C.Robbery,,,,,,,,,,
2019-10,Extortion,16,11,23,15,192,161,193,160,,
2019-10,H.B.T.Day,79.5,21,83.5,17.5,849.5,382,933.5,447.5,,
2019-10,H.B.T.Night.,79.5,21,83.5,17.5,849.5,382,933.5,447.5,,
2019-10,Thefts.,530,95,487,115,"4,816","1,667","5,205","1,814",,
2019-10,M.V.Thefts.,219,39,209,60,"2,214",906,"2,694","1,054",,
2019-10,Snatching,,,,,,,,,,
2019-10,Hurt,390,274,311,235,"3,635","3,284","4,400","3,960",,
2019-10,Riots.,38,24,35,27,316,273,486,412,,
2019-10,Rape,69,47,64,50,821,726,730,674,,
2019-10,Molestation,191,131,195,138,"2,175","1,794","2,182","1,769",,
2019-10,Other I.P.C.,"1,393",678,"1,335",721,"15,882","10,841","14,096","9,741",,
2019-09,Murder,11,11,15,13,120,116,125,120,,
2019-09,Att.to.C.Murder,34,30,21,19,240,230,198,188,,
2019-09,Dacoity,1,0,2,2,14,13,27,26,,
2019-09,Prep.for Dacoity,,,,,,,,,,
2019-09,Robbery,65,54,95,88,726,664,701,610,,
2019-09,Robbery Chain Snatching,6,2,24,11,121,89,112,62,,
2019-09,Att.to.C.Robbery,,,,,,,,,,
2019-09,Extortion,23,15,22,18,176,146,172,143,,
2019-09,H.B.T.Day,83.5,17.5,95,26.5,770,337,850.5,384.5,,
2019-09,H.B.T.Night.,83.5,17.5,95,26.5,770,337,850.5,384.5,,
2019-09,Thefts.,487,115,484,126,"4,286","1,515","4,637","1,597",,
2019-09,M.V.Thefts.,209,60,226,45,"1,995",814,"2,387",903,,
2019-09,Snatching,,,,,,,,,,
2019-09,Hurt,311,235,318,247,"3,247","2,944","3,859","3,466",,
2019-09,Riots.,35,27,14,9,278,243,438,370,,
2019-09,Rape,64,50,69,53,742,661,651,594,,
2019-09,Molestation,195,138,239,161,"1,985","1,632","1,896","1,537",,
2019-09,Other I.P.C.,"1,335",721,"1,632",938,"14,498","9,982","12,126","8,053",,
2019-08,Murder,15,13,14,14,109,105,108,103,,
2019-08,Att.to.C.Murder,21,19,37,36,206,199,174,169,,
2019-08,Dacoity,2,2,0,0,12,12,26,25,,
2019-08,Prep.for Dacoity,,,,,,,,,,
2019-08,Robbery,95,88,88,81,659,603,625,536,,
2019-08,Robbery Chain Snatching,24,11,12,5,116,80,93,49,,
2019-08,Att.to.C.Robbery,,,,,,,,,,
2019-08,Extortion,22,18,26,22,153,126,156,129,,
2019-08,H.B.T.Day,95,26.5,101.5,19,686,293.5,748,333.5,,
2019-08,H.B.T.Night.,95,26.5,101.5,19,686,293.5,748,333.5,,
2019-08,Thefts.,484,126,541,121,"3,801","1,363","4,167","1,416",,
2019-08,M.V.Thefts.,226,45,265,36,"1,786",691,"2,129",786,,
2019-08,Snatching,,,,,,,,,,
2019-08,Hurt,318,247,307,233,"2,937","2,656","3,403","3,046",,
2019-08,Riots.,14,9,19,14,244,214,398,332,,
2019-08,Rape,69,53,68,42,668,584,585,536,,
2019-08,Molestation,239,161,203,143,"1,785","1,452","1,661","1,306",,
2019-08,Other I.P.C.,"1,632",938,"1,966","1,099","13,177","8,980","10,910","7,213",,
2019-07,Murder,14,14,15,13,94,92,98,91,,
2019-07,Att.to.C.Murder,37,36,25,24,186,180,146,140,,
2019-07,Dacoity,0,0,2,1,10,9,24,23,,
2019-07,Prep.for Dacoity,,,,,,,,,,
2019-07,Robbery,88,81,85,63,565,506,541,453,,
2019-07,Robbery Chain Snatching,12,5,15,8,91,59,74,39,,
2019-07,Att.to.C.Robbery,,,,,,,,,,
2019-07,Extortion,26,22,16,11,131,103,127,104,,
2019-07,H.B.T.Day,101.5,19,92.5,26,591,237.5,643.5,275.5,,
2019-07,H.B.T.Night.,101.5,19,92.5,26,591,237.5,643.5,275.5,,
2019-07,Thefts.,541,121,502,102,"3,315","1,142","3,628","1,199",,
2019-07,M.V.Thefts.,265,36,229,47,"1,560",567,"1,899",673,,
2019-07,Snatching,,,,,,,,,,
2019-07,Hurt,307,233,453,323,"2,620","2,333","3,010","2,669",,
2019-07,Riots.,19,14,39,32,230,200,352,285,,
2019-07,Rape,68,42,91,63,583,504,505,454,,
2019-07,Molestation,203,143,237,153,"1,546","1,241","1,463","1,149",,
2019-07,Other I.P.C.,"1,966","1,099","1,903","1,054","11,560","7,810","9,517","6,120",,
2019-06,Murder,15,13,8,8,78,75,85,79,,
2019-06,Att.to.C.Murder,25,24,21,19,150,145,129,124,,
2019-06,Dacoity,2,1,2,2,10,9,20,18,,
2019-06,Prep.for Dacoity,,,,,,,,,,
2019-06,Robbery,85,63,62,42,477,414,465,378,,
2019-06,Robbery Chain Snatching,15,8,13,3,79,47,65,32,,
2019-06,Att.to.C.Robbery,,,,,,,,,,
2019-06,Extortion,16,11,17,9,105,79,110,90,,
2019-06,H.B.T.Day,92.5,26,80.5,13.5,489.5,204.5,543,213,,
2019-06,H.B.T.Night.,92.5,26,80.5,13.5,489.5,204.5,543,213,,
2019-06,Thefts.,502,102,511,117,"2,774",948,"3,126",964,,
2019-06,M.V.Thefts.,229,47,213,29,"1,295",481,"1,682",558,,
2019-06,Snatching,,,,,,,,,,
2019-06,Hurt,453,323,392,300,"2,315","2,018","2,632","2,252",,
2019-06,Riots.,39,32,31,25,211,178,326,249,,
2019-06,Rape,91,63,81,63,505,435,419,357,,
2019-06,Molestation,237,153,207,139,"1,343","1,044","1,293",993,,
2019-06,Other I.P.C.,"1,903","1,054","1,388",702,"9,603","6,489","8,272","5,076",,
2019-05,Murder,8,8,19,19,63,61,63,59,,
2019-05,Att.to.C.Murder,21,19,26,25,125,119,109,105,,
2019-05,Dacoity,2,2,1,1,8,8,18,15,,
2019-05,Prep.for Dacoity,,,,,,,,,,
2019-05,Robbery,62,42,72,54,393,337,396,312,,
2019-05,Robbery Chain Snatching,13,3,20,6,64,34,52,30,,
2019-05,Att.to.C.Robbery,,,,,,,,,,
2019-05,Extortion,17,9,17,14,90,64,93,75,,
2019-05,H.B.T.Day,161,37,146,35,796,314,932,354,,
2019-05,H.B.T.Night.,,,,,,,,,,
2019-05,Thefts.,511,117,394,90,"2,271",782,"2,678",787,,
2019-05,M.V.Thefts.,213,29,216,38,"1,066",373,"1,450",484,,
2019-05,Snatching,,,,,,,,,,
2019-05,Hurt,392,300,360,271,"1,862","1,639","2,222","1,892",,
2019-05,Riots.,31,25,28,20,172,143,285,214,,
2019-05,Rape,81,63,84,64,401,345,359,306,,
2019-05,Molestation,207,139,210,146,"1,108",859,"1,119",868,,
2019-05,Other I.P.C.,"1,388",702,"1,293",712,"7,708","5,208","6,985","4,264",,
2019-04,Murder,19,19,14,13,54,52,47,43,,
2019-04,Att.to.C.Murder,26,25,23,21,103,98,92,89,,
2019-04,Dacoity,1,1,0,0,6,6,14,12,,
2019-04,Prep.for Dacoity,,,,,,,,,,
2019-04,Robbery,72,54,90,72,331,288,325,260,,
2019-04,Robbery Chain Snatching,20,6,11,5,51,30,38,21,,
2019-04,Att.to.C.Robbery,,,,,,,,,,
2019-04,Extortion,17,14,11,6,73,54,77,65,,
2019-04,H.B.T.Day,73,17.5,84,24,312.5,128,383.5,245.5,,
2019-04,H.B.T.Night.,73,17.5,84,24,312.5,128,383.5,245.5,,
2019-04,Thefts.,394,90,483,120,"1,760",625,"2,186",613,,
2019-04,M.V.Thefts.,216,38,199,45,853,296,"1,202",365,,
2019-04,Snatching,,,,,,,,,,
2019-04,Hurt,360,271,397,318,"1,472","1,279","1,794","1,497",,
2019-04,Riots.,28,20,36,30,140,114,240,170,,
2019-04,Rape,84,64,69,47,303,254,282,239,,
2019-04,Molestation,210,146,257,171,904,688,914,705,,
2019-04,Other I.P.C.,"1,293",712,"1,610",932,"6,335","4,312","5,726","3,405",,
2019-03,Murder,14,13,10,9,34,32,28,27,,
2019-03,Att.to.C.Murder,23,21,27,23,78,75,63,59,,
2019-03,Dacoity,0,0,0,0,4,4,10,9,,
2019-03,Prep.for Dacoity,,,,,,,,,,
2019-03,Robbery,90,72,80,63,260,227,256,202,,
2019-03,Robbery Chain Snatching,11,5,11,4,31,18,31,13,,
2019-03,Att.to.C.Robbery,,,,,,,,,,
2019-03,Extortion,11,6,25,11,56,36,64,52,,
2019-03,H.B.T.Day,84,24,80.5,17.5,244,97.5,298.5,104.5,,
2019-03,H.B.T.Night.,84,24,80.5,17.5,244,97.5,298.5,104.5,,
2019-03,Thefts.,483,120,425,128,"1,366",477,"1,618",440,,
2019-03,M.V.Thefts.,199,45,223,52,637,224,940,269,,
2019-03,Snatching,,,,,,,,,,
2019-03,Hurt,397,318,362,307,"1,112",968,"1,367","1,102",,
2019-03,Riots.,36,30,43,29,112,91,201,142,,
2019-03,Rape,69,47,65,50,209,172,201,163,,
2019-03,Molestation,257,171,204,151,694,518,682,515,,
2019-03,Other I.P.C.,"1,610",932,"1,569",961,"5,053","3,438","4,374","2,560",,
2019-02,Murder,10,9,10,8,20,18,16,14,,
2019-02,Att.to.C.Murder,27,23,28,27,55,51,43,41,,
2019-02,Dacoity,0,0,3,3,4,4,3,3,,
2019-02,Prep.for Dacoity,,,,,,,,,,
2019-02,Robbery,80,63,90,77,169,143,167,125,,
2019-02,Robbery Chain Snatching,11,4,9,5,20,10,20,8,,
2019-02,Att.to.C.Robbery,,,,,,,,,,
2019-02,Extortion,25,11,19,15,45,27,41,32,,
2019-02,H.B.T.Day,80.5,17.5,80,27,165.5,55,200,68,,
2019-02,H.B.T.Night.,80.5,17.5,80,27,165.5,55,200,68,,
2019-02,Thefts.,425,128,458,140,883,294,"1,070",276,,
2019-02,M.V.Thefts.,223,52,215,43,438,124,639,156,,
2019-02,Snatching,,,,,,,,,,
2019-02,Hurt,362,307,353,276,715,619,866,680,,
2019-02,Riots.,43,29,33,26,76,56,148,97,,
2019-02,Rape,65,50,65,55,134,111,126,97,,
2019-02,Molestation,204,151,230,153,436,321,446,322,,
2019-02,Other I.P.C.,"1,569",961,"1,888","1,265","3,450","2,346","2,857","1,564",,
2019-01,Murder,10,8,11,11,10,8,10,9,,
2019-01,Att.to.C.Murder,28,27,27,26,28,27,23,21,,
2019-01,Dacoity,3,3,2,2,3,3,1,0,,
2019-01,Prep.for Dacoity,,,,,,,,,,
2019-01,Robbery,90,77,66,48,90,77,88,65,,
2019-01,Robbery Chain Snatching,9,5,13,7,9,5,10,5,,
2019-01,Att.to.C.Robbery,,,,,,,,,,
2019-01,Extortion,19,15,14,12,19,15,20,16,,
2019-01,H.B.T.Day,80,27,65,19,80,27,110,36.5,,
2019-01,H.B.T.Night.,80,27,65,19,80,27,110,36.5,,
2019-01,Thefts.,458,140,542,126,458,140,539,144,,
2019-01,M.V.Thefts.,215,43,243,41,215,43,344,53,,
2019-01,Snatching,,,,,,,,,,
2019-01,Hurt,353,276,342,249,353,276,481,361,,
2019-01,Riots.,33,26,27,13,33,26,101,60,,
2019-01,Rape,65,55,62,49,65,55,64,49,,
2019-01,Molestation,230,153,182,129,230,153,240,164,,
2019-01,Other I.P.C.,"1,888","1,265","2,896","2,271","1,888","1,265","1,484",766,,
2018-12,Murder,11,11,11,8,164,158,127,122,,
2018-12,Att.to.C.Murder,27,26,27,26,280,273,199,191,,
2018-12,Dacoity,2,2,1,1,32,31,31,30,,
2018-12,Prep.for Dacoity,,,,,,,,,,
2018-12,Robbery,66,48,82,61,931,828,850,705,,
2018-12,Robbery Chain Snatching,13,7,20,8,171,120,169,113,,
2018-12,Att.to.C.Robbery,,,,,,,,,,
2018-12,Extortion,14,12,21,18,228,196,195,165,,
2018-12,H.B.T.Day,65,19,97.5,24.5,1122,553.5,1204.5,522.5,,
2018-12,H.B.T.Night.,65,19,97.5,24.5,1122,553.5,1204.5,522.5,,
2018-12,Thefts.,542,126,513,116,"6,260","2,287","6,704","2,157",,
2018-12,M.V.Thefts.,243,41,266,35,"3,203","1,331","3,012",935,,
2018-12,Snatching,,,,,,,,,,
2018-12,Hurt,342,249,460,358,"5,198","4,752","4,704","4,210",,
2018-12,Riots.,27,13,29,22,545,465,441,374,,
2018-12,Rape,62,49,66,53,889,833,751,684,,
2018-12,Molestation,182,129,219,141,"2,586","2,202","2,268","1,879",,
2018-12,Other I.P.C.,"2,896","2,271","2,208","1,601","19,170","14,229","18,012","12,807",,
2018-11,Murder,11,8,14,13,152,145,120,118,,
2018-11,Att.to.C.Murder,27,26,29,28,254,248,183,175,,
2018-11,Dacoity,1,1,2,2,31,30,27,27,,
2018-11,Prep.for Dacoity,,,,,,,,,,
2018-11,Robbery,82,61,85,66,866,765,766,636,,
2018-11,Robbery Chain Snatching,20,8,26,9,158,95,157,105,,
2018-11,Att.to.C.Robbery,,,,,,,,,,
2018-11,Extortion,21,18,21,15,214,182,174,145,,
2018-11,H.B.T.Day,97.5,24.5,88,27,1036.5,500.5,1101.5,475,,
2018-11,H.B.T.Night.,97.5,24.5,88,27,1036.5,500.5,1101.5,475,,
2018-11,Thefts.,513,116,568,119,"5,717","2,023","6,061","1,928",,
2018-11,M.V.Thefts.,266,35,306,49,"2,960","1,167","2,636",818,,
2018-11,Snatching,,,,,,,,,,
2018-11,Hurt,460,358,542,398,"4,858","4,409","4,328","3,839",,
2018-11,Riots.,29,22,47,36,517,440,403,341,,
2018-11,Rape,66,53,66,51,810,756,680,612,,
2018-11,Molestation,219,141,284,191,"2,401","1,947","2,046","1,667",,
2018-11,Other I.P.C.,"2,208","1,601","1,986","1,321","16,293","11,604","15,838","10,992",,
2018-10,Murder,14,13,16,16,140,134,110,107,,
2018-10,Att.to.C.Murder,29,28,24,19,227,220,171,160,,
2018-10,Dacoity,2,2,1,1,30,29,24,24,,
2018-10,Prep.for Dacoity,,,,,,,,,,
2018-10,Robbery,85,66,76,62,784,687,702,579,,
2018-10,Robbery Chain Snatching,26,9,19,6,138,81,152,93,,
2018-10,Att.to.C.Robbery,,,,,,,,,,
2018-10,Extortion,21,15,16,11,193,160,155,127,,
2018-10,H.B.T.Day,88,27,102.5,28.5,938.5,447.2,1000,428,,
2018-10,H.B.T.Night.,88,27,102.5,28.5,938.5,447.2,1000,428,,
2018-10,Thefts.,568,119,470,113,"5,205","1,814","5,503","1,704",,
2018-10,M.V.Thefts.,306,49,258,47,"2,694","1,054","2,407",734,,
2018-10,Snatching,,,,,,,,,,
2018-10,Hurt,542,398,458,350,"4,400","3,960","3,925","3,443",,
2018-10,Riots.,47,36,40,34,486,412,355,290,,
2018-10,Rape,66,51,59,42,730,674,588,516,,
2018-10,Molestation,286,193,235,164,"2,182","1,769","1,814","1,381",,
2018-10,Other I.P.C.,"1,984","1,319","1,222",652,"14,096","9,741","14,017","9,508",,
2018-09,Murder,16,16,9,9,125,120,98,94,,
2018-09,Att.to.C.Murder,24,19,27,27,198,188,147,138,,
2018-09,Dacoity,1,1,2,2,27,26,23,23,,
2018-09,Prep.for Dacoity,,,,,,,,,,
2018-09,Robbery,76,62,85,69,701,610,633,516,,
2018-09,Robbery Chain Snatching,19,6,19,7,112,62,136,78,,
2018-09,Att.to.C.Robbery,,,,,,,,,,
2018-09,Extortion,16,11,27,20,172,143,135,109,,
2018-09,H.B.T.Day,102.5,28.5,103.5,26,850.5,384.5,888,383.5,,
2018-09,H.B.T.Night.,102.5,28.5,103.5,26,850.5,384.5,888,383.5,,
2018-09,Thefts.,470,113,539,126,"4,637","1,597","4,932","1,486",,
2018-09,M.V.Thefts.,258,47,230,37,"2,387",903,"2,160",644,,
2018-09,Snatching,,,,,,,,,,
2018-09,Hurt,458,350,394,277,"3,859","3,466","3,436","2,978",,
2018-09,Riots.,40,34,44,38,438,370,315,253,,
2018-09,Rape,59,42,62,51,651,594,525,456,,
2018-09,Molestation,235,164,198,137,"1,896","1,537","1,609","1,227",,
2018-09,Other I.P.C.,"1,222",652,"1,415",822,"12,126","8,053","12,213","8,062",,
2018-08,Murder,9,9,13,11,108,103,86,81,,
2018-08,Att.to.C.Murder,27,27,15,13,174,169,126,121,,
2018-08,Dacoity,2,2,2,2,26,25,20,20,,
2018-08,Prep.for Dacoity,,,,,,,,,,
2018-08,Robbery,85,69,78,60,625,536,551,438,,
2018-08,Robbery Chain Snatching,19,7,9,4,93,49,123,68,,
2018-08,Att.to.C.Robbery,,,,,,,,,,
2018-08,Extortion,27,20,17,10,156,129,118,93,,
2018-08,H.B.T.Day,103.5,26,101.5,18,748,333.5,768,316,,
2018-08,H.B.T.Night.,103.5,26,101.5,18,748,333.5,768,316,,
2018-08,Thefts.,539,126,502,136,"4,167","1,416","4,347","1,243",,
2018-08,M.V.Thefts.,230,37,217,34,"2,129",786,"1,916",564,,
2018-08,Snatching,,,,,,,,,,
2018-08,Hurt,394,277,380,291,"3,403","3,046","3,033","2,626",,
2018-08,Riots.,44,38,26,21,398,332,289,238,,
2018-08,Rape,62,51,74,62,585,536,472,408,,
2018-08,Molestation,198,137,171,114,"1,661","1,306","1,445","1,106",,
2018-08,Other I.P.C.,"1,415",822,"1,256",746,"10,910","7,213","10,557","6,800",,
2018-07,Murder,13,11,21,18,98,91,79,76,,
2018-07,Att.to.C.Murder,15,13,22,21,146,140,118,111,,
2018-07,Dacoity,2,2,1,1,24,23,17,17,,
2018-07,Prep.for Dacoity,,,,,,,,,,
2018-07,Robbery,78,60,70,55,541,453,481,380,,
2018-07,Robbery Chain Snatching,9,4,13,2,74,39,100,57,,
2018-07,Att.to.C.Robbery,,,,,,,,,,
2018-07,Extortion,17,10,17,12,127,104,97,76,,
2018-07,H.B.T.Day,101.5,18,77,15.5,644.5,275.5,665,257.5,,
2018-07,H.B.T.Night.,101.5,18,77,15.5,644.5,275.5,665,257.5,,
2018-07,Thefts.,502,136,449,112,"3,628","1,199","3,820","1,037",,
2018-07,M.V.Thefts.,217,34,232,25,"1,899",673,"1,671",471,,
2018-07,Snatching,,,,,,,,,,
2018-07,Hurt,380,291,409,302,"3,010","2,669","2,702","2,332",,
2018-07,Riots.,26,21,41,25,352,285,260,210,,
2018-07,Rape,74,62,55,37,505,454,407,349,,
2018-07,Molestation,171,114,175,108,"1,463","1,149","1,257",954,,
2018-07,Other I.P.C.,"1,256",746,"1,290",609,"9,517","6,120","9,137","5,719",,
2018-06,Murder,21,18,16,14,85,79,69,64,,
2018-06,Att.to.C.Murder,22,21,18,16,129,124,102,92,,
2018-06,Dacoity,1,1,4,3,20,18,13,12,,
2018-06,Prep.for Dacoity,,,,,,,,,,
2018-06,Robbery,70,55,71,43,465,378,413,315,,
2018-06,Robbery Chain Snatching,13,2,14,4,65,32,85,43,,
2018-06,Att.to.C.Robbery,,,,,,,,,,
2018-06,Extortion,17,12,16,9,110,90,76,64,,
2018-06,H.B.T.Day,77,15.5,82.5,17,543,213,561.5,209.5,,
2018-06,H.B.T.Night.,77,15.5,82.5,17,543,213,561.5,209.5,,
2018-06,Thefts.,449,112,492,115,"3,126",964,"3,259",852,,
2018-06,M.V.Thefts.,232,25,248,53,"1,682",558,"1,449",371,,
2018-06,Snatching,,,,,,,,,,
2018-06,Hurt,409,302,428,320,"2,632","2,252","2,360","1,997",,
2018-06,Riots.,41,25,44,29,326,249,217,172,,
2018-06,Rape,55,37,60,45,419,357,335,283,,
2018-06,Molestation,175,108,206,136,"1,293",993,"1,063",810,,
2018-06,Other I.P.C.,"1,290",609,"1,275",646,"8,272","5,076","7,736","4,649",,
2018-05,Murder,16,14,19,16,63,59,58,56,,
2018-05,Att.to.C.Murder,18,16,25,23,109,105,78,69,,
2018-05,Dacoity,4,3,4,3,18,15,11,10,,
2018-05,Prep.for Dacoity,,,,,,,,,,
2018-05,Robbery,71,43,69,48,396,312,343,253,,
2018-05,Robbery Chain Snatching,14,4,7,3,52,30,71,32,,
2018-05,Att.to.C.Robbery,,,,,,,,,,
2018-05,Extortion,16,9,13,10,93,75,63,52,,
2018-05,H.B.T.Day,82.5,17,84.5,20.5,461,177,483,178,,
2018-05,H.B.T.Night.,82.5,17,84.5,20.5,461,177,483,178,,
2018-05,Thefts.,492,115,569,110,"2,678",787,"2,752",693,,
2018-05,M.V.Thefts.,248,53,262,33,"1,450",484,"1,177",291,,
2018-05,Snatching,,,,,,,,,,
2018-05,Hurt,428,320,431,319,"2,222","1,892","1,959","1,599",,
2018-05,Riots.,44,29,37,21,285,214,175,135,,
2018-05,Rape,60,45,72,57,359,306,275,224,,
2018-05,Molestation,206,136,231,165,"1,119",868,894,662,,
2018-05,Other I.P.C.,"1,275",646,"1,364",679,"6,985","4,264","6,495","3,777",,
2018-04,Murder,19,16,12,12,47,43,44,41,,
2018-04,Att.to.C.Murder,25,23,20,17,92,89,63,58,,
2018-04,Dacoity,4,3,6,5,14,12,9,9,,
2018-04,Prep.for Dacoity,,,,,,,,,,
2018-04,Robbery,69,48,90,67,325,260,257,181,,
2018-04,Robbery Chain Snatching,7,3,11,3,38,21,53,22,,
2018-04,Att.to.C.Robbery,,,,,,,,,,
2018-04,Extortion,13,10,23,18,77,65,47,35,,
2018-04,H.B.T.Day,84.5,20.5,98.5,21,383.5,145.5,382,135,,
2018-04,H.B.T.Night.,84.5,20.5,98.5,21,383.5,145.5,382,135,,
2018-04,Thefts.,569,110,548,112,"2,186",613,"2,229",532,,
2018-04,M.V.Thefts.,262,33,301,50,"1,202",365,942,221,,
2018-04,Snatching,,,,,,,,,,
2018-04,Hurt,431,319,501,358,"1,794","1,497","1,544","1,252",,
2018-04,Riots.,37,21,53,39,240,170,141,105,,
2018-04,Rape,72,57,67,50,282,239,213,171,,
2018-04,Molestation,231,165,236,165,914,705,710,522,,
2018-04,Other I.P.C.,"1,364",679,"1,525",828,"5,726","3,405","5,176","2,946",,
2018-03,Murder,12,12,7,6,28,27,35,32,,
